CompensationCurrency,GenderSelect,Country,Age,EmploymentStatus,StudentStatus,LearningDataScience,CodeWriter,CareerSwitcher,CurrentJobTitleSelect,TitleFit,CurrentEmployerType,DataScienceIdentitySelect,FormalEducation,MajorSelect,Tenure,LanguageRecommendationSelect,CompensationAmount,ExchangeRate(USA),CompensationYearUSD,Density
RUB,Male,Russia,28,Employed full-time,,,Yes,,Software Developer/Software Engineer,Poorly,Employed by college or university,Yes,Professional degree,,6 to 10 years,Python,4440000,0.017402,77264.88,23.07
RUB,Male,Russia,37,Employed full-time,,,Yes,,Other,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Master's degree,Computer Science,3 to 5 years,Python,3000000,0.017402,52206,23.07
RUB,Male,Russia,52,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that performs advanced analytics,No,Professional degree,,3 to 5 years,,1000000,0.017402,17402,23.07
RUB,Male,Russia,34,Employed full-time,,,Yes,,Other,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Computer Science,1 to 2 years,Python,250000,0.017402,4350.5,23.07
RUB,Male,Russia,24,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Yes,Master's degree,Mathematics or statistics,3 to 5 years,Python,2400000,0.017402,41764.8,23.07
RUB,Male,Russia,47,Employed full-time,,,Yes,,Data Scientist,Poorly,Employed by a company that doesn't perform advanced analytics,,Master's degree,Mathematics or statistics,1 to 2 years,Python,100000,0.017402,1740.2,23.07
RUB,Female,Russia,23,Employed full-time,,,Yes,,Programmer,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Physics,Less than a year,Python,7200000,0.017402,125294.4,23.07
RUB,Male,Russia,34,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by professional services/consulting firm,No,Doctoral degree,Computer Science,6 to 10 years,Python,3000000,0.017402,52206,23.07
RUB,,,,"Independent contractor, freelancer, or self-employed",,,Yes,,Predictive Modeler,Fine,Employed by professional services/consulting firm,Yes,Doctoral degree,Engineering (non-computer focused),More than 10 years,R,1500000,0.017402,26103,0
SAR,Male,China,27,Employed part-time,,,Yes,,Computer Scientist,,Employed by college or university,Yes,Master's degree,Computer Science,1 to 2 years,Python,300000,0.266654,79996.2,395.5
SDG,Female,Singapore,25,Employed full-time,,,Yes,,Business Analyst,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Mathematics or statistics,1 to 2 years,Python,55000,0.149504,8222.72,21476
SDG,Male,United States,28,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by non-profit or NGO,Sort of (Explain more),Master's degree,Engineering (non-computer focused),3 to 5 years,Python,72000,0.149504,10764.288,93.16
SEK,Male,Sweden,50,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Master's degree,Computer Science,6 to 10 years,Python,850000,0.125204,106423.4,63.35
SEK,Male,Sweden,31,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Computer Science,1 to 2 years,Python,426000,0.125204,53336.904,63.35
SEK,Male,Sweden,34,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,Yes,Doctoral degree,A social science,6 to 10 years,R,420000,0.125204,52585.68,63.35
SEK,Male,Sweden,40,Employed full-time,,,Yes,,Computer Scientist,Fine,Employed by college or university,Yes,Doctoral degree,Computer Science,6 to 10 years,Python,47000,0.125204,5884.588,63.35
SEK,Male,Sweden,42,Employed full-time,,,Yes,,Other,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Doctoral degree,Physics,3 to 5 years,Python,500000,0.125204,62602,63.35
SEK,Male,Sweden,42,"Independent contractor, freelancer, or self-employed",,,Yes,,Other,Fine,Self-employed,No,Bachelor's degree,Electrical Engineering,1 to 2 years,Python,384000,0.125204,48078.336,63.35
SEK,Male,Sweden,50,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by college or university,No,Doctoral degree,Physics,More than 10 years,Python,700000,0.125204,87642.8,63.35
SEK,Male,Sweden,42,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Master's degree,Computer Science,More than 10 years,Python,498000,0.125204,62351.592,63.35
SEK,Female,Sweden,30,"Independent contractor, freelancer, or self-employed",,,Yes,,Machine Learning Engineer,Perfectly,Employed by company that makes advanced analytic software,Yes,Doctoral degree,A health science,6 to 10 years,Python,750000,0.125204,93903,63.35
SEK,Male,Sweden,29,Employed full-time,,,Yes,,Software Developer/Software Engineer,Perfectly,Employed by a company that doesn't perform advanced analytics,No,Master's degree,Computer Science,Less than a year,Python,524000,0.125204,65606.896,63.35
SEK,Male,Sweden,25,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Bachelor's degree,Computer Science,Less than a year,Python,400000,0.125204,50081.6,63.35
SEK,Male,Sweden,44,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by government,No,Doctoral degree,A humanities discipline,More than 10 years,Python,700000,0.125204,87642.8,63.35
SEK,Male,Sweden,,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Master's degree,A social science,3 to 5 years,Python,820000,0.125204,102667.28,63.35
SEK,Male,Sweden,32,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Master's degree,Other,3 to 5 years,Python,50000,0.125204,6260.2,63.35
SEK,Male,Sweden,36,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Doctoral degree,Engineering (non-computer focused),1 to 2 years,R,500000,0.125204,62602,63.35
SEK,Male,Sweden,32,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by professional services/consulting firm,,Master's degree,Physics,3 to 5 years,R,828000,0.125204,103668.912,63.35
SEK,Female,Sweden,31,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by company that makes advanced analytic software,,Doctoral degree,Computer Science,3 to 5 years,Python,700000,0.125204,87642.8,63.35
SEK,Male,Sweden,50,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Bachelor's degree,Electrical Engineering,More than 10 years,Python,650000,0.125204,81382.6,63.35
SEK,Male,Sweden,27,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that doesn't perform advanced analytics,,Master's degree,Mathematics or statistics,3 to 5 years,SQL,31000,0.125204,3881.324,63.35
SEK,Male,Sweden,46,Employed full-time,,,Yes,,Researcher,Fine,Employed by college or university,Yes,Doctoral degree,Other,More than 10 years,Python,480000,0.125204,60097.92,63.35
SGD,Male,India,23,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,Employed by college or university,Yes,Bachelor's degree,Electrical Engineering,3 to 5 years,Matlab,39600,0.742589,29406.5244,1190
SGD,Female,Singapore,45,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by college or university,,Doctoral degree,Physics,More than 10 years,R,120000,0.742589,89110.68,21476
SGD,Male,Singapore,44,Employed full-time,,,Yes,,Computer Scientist,Fine,Employed by college or university,No,Doctoral degree,Computer Science,3 to 5 years,Python,100000,0.742589,74258.9,21476
SGD,Male,Singapore,33,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by college or university,Yes,Doctoral degree,Engineering (non-computer focused),6 to 10 years,Python,120000,0.742589,89110.68,21476
SGD,Male,Singapore,31,Employed full-time,,,Yes,,Researcher,Poorly,Employed by college or university,Sort of (Explain more),Master's degree,Computer Science,3 to 5 years,,45000,0.742589,33416.505,21476
SGD,Male,Singapore,33,Employed full-time,,,Yes,,DBA/Database Engineer,Poorly,Employed by professional services/consulting firm,Sort of (Explain more),Bachelor's degree,Electrical Engineering,6 to 10 years,Python,102000,0.742589,75744.078,21476
SGD,Male,Singapore,40,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by a company that performs advanced analytics,Yes,Doctoral degree,Engineering (non-computer focused),6 to 10 years,Python,140000,0.742589,103962.46,21476
SGD,Male,Singapore,34,Employed full-time,,,Yes,,Scientist/Researcher,Fine,Employed by government,Yes,Doctoral degree,Computer Science,6 to 10 years,Python,80000,0.742589,59407.12,21476
SGD,Male,Singapore,31,Employed full-time,,,Yes,,Data Scientist,,,,Master's degree,Mathematics or statistics,,Python,65000,0.742589,48268.285,21476
SGD,Male,Singapore,28,Employed full-time,,,Yes,,Software Developer/Software Engineer,Poorly,Employed by college or university,Yes,Master's degree,Computer Science,3 to 5 years,Python,50000,0.742589,37129.45,21476
SGD,Male,Singapore,27,Employed full-time,,,Yes,,Machine Learning Engineer,Fine,Employed by professional services/consulting firm,No,Master's degree,Computer Science,1 to 2 years,Python,50400,0.742589,37426.4856,21476
SGD,Male,Singapore,29,Employed full-time,,,Yes,,Scientist/Researcher,Perfectly,"Employed by professional services/consulting firm,Employed by government",Yes,Doctoral degree,Electrical Engineering,3 to 5 years,Python,60000,0.742589,44555.34,21476
SGD,Male,Singapore,30,Employed full-time,,,Yes,,Software Developer/Software Engineer,Poorly,Employed by government,Sort of (Explain more),Bachelor's degree,Mathematics or statistics,1 to 2 years,Python,78300,0.742589,58144.7187,21476
SGD,Male,Singapore,25,Employed full-time,,,Yes,,Data Scientist,Poorly,Employed by company that makes advanced analytic software,,Master's degree,Management information systems,1 to 2 years,Python,65000,0.742589,48268.285,21476
SGD,Male,Singapore,33,Employed full-time,,,Yes,,Computer Scientist,Fine,Employed by college or university,Sort of (Explain more),Doctoral degree,Computer Science,More than 10 years,C/C++/C#,80000,0.742589,59407.12,21476
SGD,Male,Singapore,26,Employed full-time,,,Yes,,Researcher,Perfectly,Employed by college or university,No,Doctoral degree,Electrical Engineering,6 to 10 years,Python,70000,0.742589,51981.23,21476
SGD,Male,Singapore,38,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,No,Bachelor's degree,Engineering (non-computer focused),1 to 2 years,Python,60000,0.742589,44555.34,21476
SGD,Male,Singapore,33,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Master's degree,Computer Science,6 to 10 years,Python,75000,0.742589,55694.175,21476
SGD,Male,Singapore,29,Employed full-time,,,Yes,,Data Analyst,Fine,Employed by a company that performs advanced analytics,No,Bachelor's degree,Management information systems,1 to 2 years,Python,75000,0.742589,55694.175,21476
SGD,Male,Singapore,51,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by professional services/consulting firm,,Doctoral degree,Physics,More than 10 years,R,-99,0.742589,-73.516311,21476
SGD,Male,Singapore,28,Employed full-time,,,Yes,,Data Scientist,Poorly,Employed by a company that performs advanced analytics,,Bachelor's degree,Engineering (non-computer focused),3 to 5 years,Python,100000,0.742589,74258.9,21476
SGD,Male,Singapore,52,"Independent contractor, freelancer, or self-employed",,,Yes,,Business Analyst,Fine,Employed by professional services/consulting firm,Sort of (Explain more),Some college/university study without earning a bachelor's degree,Other,1 to 2 years,SQL,60000,0.742589,44555.34,21476
SGD,Male,Singapore,31,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by a company that performs advanced analytics,,Doctoral degree,Physics,3 to 5 years,Python,72000,0.742589,53466.408,21476
SGD,Male,Singapore,29,Employed full-time,,,Yes,,Data Scientist,Fine,Employed by professional services/consulting firm,,Master's degree,Computer Science,1 to 2 years,Python,90000,0.742589,66833.01,21476
SGD,Male,Singapore,26,Employed full-time,,,Yes,,Researcher,Poorly,Employed by government,No,Bachelor's degree,Mathematics or statistics,1 to 2 years,R,60000,0.742589,44555.34,21476
SGD,Male,Singapore,30,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by a company that performs advanced analytics,,Doctoral degree,Electrical Engineering,6 to 10 years,Python,90000,0.742589,66833.01,21476
SGD,Male,Singapore,36,Employed full-time,,,Yes,,Data Scientist,Perfectly,Employed by professional services/consulting firm,,Doctoral degree,Mathematics or statistics,3 to 5 years,R,100000,0.742589,74258.9,21476
SGD,Male,Singapore,40,Employed full-time,,,Yes,,Programmer,Fine,Employed by professional services/consulting firm,No,Master's degree,Electrical Engineering,More than 10 years,Python,150000,0.742589,111388.35,21476
SGD,Male,Singapore,25,Employed full-time,,,Yes,,Data Analyst,Poorly,Employed by a company that performs advanced analytics,No,Bachelor's degree,Mathematics or statistics,1 to 2 years,Python,54000,0.742589,40099.806,21476
SGD,Male,Singapore,43,Employed full-time,,,Yes,,Data Scientist,Fine,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",,Doctoral degree,,More than 10 years,Python,300000,0.742589,222776.7,21476
SGD,Male,Singapore,47,Employed full-time,,,Yes,,Other,Fine,"Employed by college or university,Employed by government",No,Master's degree,Computer Science,Less than a year,Python,120000,0.742589,89110.68,21476
SGD,Male,Singapore,24,Employed full-time,,,Yes,,Data Analyst,,,Sort of (Explain more),Master's degree,Mathematics or statistics,3 to 5 years,Python,3800,0.742589,2821.8382,21476
SGD,Male,Singapore,34,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that performs advanced analytics,No,Bachelor's degree,Computer Science,More than 10 years,Python,96000,0.742589,71288.544,21476
SGD,Male,Singapore,33,Employed full-time,,,Yes,,Other,Poorly,Employed by professional services/consulting firm,Sort of (Explain more),Master's degree,Engineering (non-computer focused),6 to 10 years,Python,160000,0.742589,118814.24,21476
SGD,Male,Singapore,35,Employed full-time,,,Yes,,Software Developer/Software Engineer,Fine,Employed by a company that doesn't perform advanced analytics,Yes,Bachelor's degree,Electrical Engineering,More than 10 years,Python,120000,0.742589,89110.68,21476
SGD,Male,Singapore,26,Employed full-time,,,Yes,,Business Analyst,Perfectly,Self-employed,Yes,Bachelor's degree,"Information technology, networking, or system administration",1 to 2 years,,500000,0.742589,371294.5,21476
SGD,Male,Singapore,56,Employed full-time,,,Yes,,Other,Fine,Employed by college or university,No,Doctoral degree,Engineering (non-computer focused),More than 10 years,Python,190000,0.742589,141091.91,21476
